,ID hecho,AAA,MM,DD,VEHICULO_VICTIMA,SEXO,EDAD_VICTIMA,GRAVEDAD
8291,LC-2019-0526442,2019,8,23,SD,MASCULINO,58,SD
8292,LC-2019-0526442,2019,8,23,SD,MASCULINO,25,SD
8293,LC-2019-0526886,2019,8,23,SD,MASCULINO,19,SD
8294,LC-2019-0526957,2019,8,23,SD,MASCULINO,45,SD
8295,LC-2019-0526986,2019,8,23,SD,MASCULINO,44,SD
8296,LC-2019-0527083,2019,8,23,SD,MASCULINO,32,SD
8297,LC-2019-0527293,2019,8,23,SD,MASCULINO,35,SD
8298,LC-2019-0527300,2019,8,23,SD,MASCULINO,0,SD
8299,LC-2019-0527390,2019,8,23,SD,MASCULINO,46,SD
8300,LC-2019-0527666,2019,8,23,SD,MASCULINO,40,SD
8301,LC-2019-0527809,2019,8,23,SD,MASCULINO,28,SD
8302,LC-2019-0527832,2019,8,23,SD,MASCULINO,60,SD
8303,LC-2019-0528453,2019,8,23,SD,FEMENINO,32,SD
8304,LC-2019-0539947,2019,8,23,SD,MASCULINO,59,SD
8305,LC-2019-0540445,2019,8,23,SD,MASCULINO,50,SD
8306,LC-2019-0527804,2019,8,24,SD,FEMENINO,25,SD
8307,LC-2019-0527804,2019,8,24,SD,MASCULINO,25,SD
8308,LC-2019-0527863,2019,8,24,SD,MASCULINO,24,SD
8309,LC-2019-0527886,2019,8,24,SD,FEMENINO,28,SD
8310,LC-2019-0527974,2019,8,24,SD,MASCULINO,28,SD
8311,LC-2019-0528009,2019,8,24,SD,MASCULINO,30,SD
8312,LC-2019-0528197,2019,8,24,SD,MASCULINO,27,SD
8313,LC-2019-0528258,2019,8,24,SD,FEMENINO,25,SD
8314,LC-2019-0528258,2019,8,24,SD,MASCULINO,26,SD
8315,LC-2019-0528297,2019,8,24,SD,FEMENINO,39,SD
8316,LC-2019-0528386,2019,8,24,SD,MASCULINO,46,SD
8317,LC-2019-0528579,2019,8,24,SD,FEMENINO,12,SD
8318,LC-2019-0528594,2019,8,24,SD,MASCULINO,26,SD
8319,LC-2019-0528676,2019,8,24,SD,MASCULINO,33,SD
8320,LC-2019-0528689,2019,8,24,SD,FEMENINO,56,SD
8321,LC-2019-0528763,2019,8,24,SD,FEMENINO,25,SD
8322,LC-2019-0528810,2019,8,24,SD,MASCULINO,29,SD
8323,LC-2019-0528830,2019,8,24,SD,MASCULINO,52,SD
8324,LC-2019-0528871,2019,8,24,SD,MASCULINO,72,SD
8325,LC-2019-0528906,2019,8,24,SD,MASCULINO,30,SD
8326,LC-2019-0529041,2019,8,24,SD,MASCULINO,54,SD
8327,LC-2019-0529151,2019,8,24,SD,SD,0,SD
8328,LC-2019-0529190,2019,8,24,SD,MASCULINO,44,SD
8329,LC-2019-0529190,2019,8,24,SD,MASCULINO,44,SD
8330,LC-2019-0529340,2019,8,24,SD,MASCULINO,43,SD
8331,LC-2019-0529381,2019,8,24,SD,FEMENINO,30,SD
8332,LC-2019-0529408,2019,8,25,SD,MASCULINO,30,SD
8333,LC-2019-0529552,2019,8,25,SD,MASCULINO,39,SD
8334,LC-2019-0529595,2019,8,25,SD,MASCULINO,54,SD
8335,LC-2019-0529597,2019,8,25,SD,MASCULINO,35,SD
8336,LC-2019-0529602,2019,8,25,SD,MASCULINO,45,SD
8337,LC-2019-0529684,2019,8,25,SD,FEMENINO,53,SD
8338,LC-2019-0529769,2019,8,25,SD,MASCULINO,40,SD
8339,LC-2019-0529816,2019,8,25,SD,MASCULINO,39,SD
8340,LC-2019-0529893,2019,8,25,SD,SD,0,SD
8341,LC-2019-0529949,2019,8,25,SD,FEMENINO,27,SD
8342,LC-2019-0529949,2019,8,25,SD,MASCULINO,28,SD
8343,LC-2019-0290703,2019,5,9,SD,FEMENINO,73,SD
8344,LC-2019-0530057,2019,8,25,SD,FEMENINO,40,SD
8345,LC-2019-0530114,2019,8,25,SD,FEMENINO,82,SD
8346,LC-2019-0530436,2019,8,25,SD,FEMENINO,44,SD
8347,LC-2019-0530436,2019,8,25,SD,MASCULINO,23,SD
8348,LC-2019-0534936,2019,8,25,SD,MASCULINO,51,SD
8349,LC-2019-0540757,2019,8,25,SD,MASCULINO,59,SD
8350,LC-2019-0543470,2019,8,25,SD,MASCULINO,41,SD
8351,LC-2019-0585757,2019,8,25,SD,MASCULINO,43,SD
8352,LC-2019-0612929,2019,8,25,SD,MASCULINO,66,SD
8353,LC-2019-0530577,2019,8,26,SD,MASCULINO,37,SD
8354,LC-2019-0530601,2019,8,26,SD,FEMENINO,49,SD
8355,LC-2019-0530614,2019,8,26,SD,MASCULINO,32,SD
8356,LC-2019-0530614,2019,8,26,SD,FEMENINO,33,SD
8357,LC-2019-0530667,2019,8,26,SD,MASCULINO,27,SD
8358,LC-2019-0530789,2019,8,26,SD,FEMENINO,18,SD
8359,LC-2019-0530892,2019,8,26,SD,FEMENINO,26,SD
8360,LC-2019-0531000,2019,8,26,SD,MASCULINO,51,SD
8361,LC-2019-0531212,2019,8,26,SD,MASCULINO,27,SD
8362,LC-2019-0531212,2019,8,26,SD,FEMENINO,34,SD
8363,LC-2019-0531215,2019,8,26,SD,MASCULINO,25,SD
8364,LC-2019-0531251,2019,8,26,SD,FEMENINO,65,SD
8365,LC-2019-0531346,2019,8,26,SD,FEMENINO,48,SD
8366,LC-2019-0531366,2019,8,26,SD,FEMENINO,50,SD
8367,LC-2019-0531548,2019,8,26,SD,FEMENINO,42,SD
8368,LC-2019-0531588,2019,8,26,SD,FEMENINO,22,SD
8369,LC-2019-0531636,2019,8,26,SD,MASCULINO,53,SD
8370,LC-2019-0531655,2019,8,26,SD,MASCULINO,35,SD
8371,LC-2019-0531685,2019,8,26,SD,MASCULINO,39,SD
8372,LC-2019-0531841,2019,8,26,SD,MASCULINO,35,SD
8373,LC-2019-0531957,2019,8,26,SD,SD,0,SD
8374,LC-2019-0532086,2019,8,26,SD,MASCULINO,46,SD
8375,LC-2019-0532182,2019,8,26,SD,FEMENINO,18,SD
8376,LC-2019-0532267,2019,8,26,SD,MASCULINO,34,SD
8377,LC-2019-0532499,2019,8,26,SD,MASCULINO,0,SD
8378,LC-2019-0532836,2019,8,26,SD,MASCULINO,30,SD
8379,LC-2019-0532869,2019,8,26,SD,MASCULINO,26,SD
8380,LC-2019-0533206,2019,8,26,SD,MASCULINO,42,SD
8381,LC-2019-0533223,2019,8,26,SD,MASCULINO,41,SD
8382,LC-2019-0532625,2019,8,27,SD,MASCULINO,31,SD
8383,LC-2019-0533606,2019,8,27,SD,MASCULINO,57,SD
8384,LC-2019-0533606,2019,8,27,SD,MASCULINO,26,SD
8385,LC-2019-0533722,2019,8,27,SD,MASCULINO,22,SD
8386,LC-2019-0533977,2019,8,27,SD,FEMENINO,70,SD
8387,LC-2019-0533981,2019,8,27,SD,FEMENINO,24,SD
8388,LC-2019-0534009,2019,8,27,SD,MASCULINO,51,SD
8389,LC-2019-0534190,2019,8,27,SD,MASCULINO,21,SD
8390,LC-2019-0534430,2019,8,27,SD,MASCULINO,54,SD
8391,LC-2019-0534471,2019,8,27,SD,FEMENINO,73,SD
8392,LC-2019-0534510,2019,8,27,SD,MASCULINO,51,SD
8393,LC-2019-0534510,2019,8,27,SD,FEMENINO,33,SD
8394,LC-2019-0534518,2019,8,27,SD,MASCULINO,49,SD
8395,LC-2019-0534530,2019,8,27,SD,MASCULINO,62,SD
8396,LC-2019-0534541,2019,8,27,SD,FEMENINO,40,SD
8397,LC-2019-0534615,2019,8,27,SD,MASCULINO,31,SD
8398,LC-2019-0534618,2019,8,27,SD,MASCULINO,29,SD
8399,LC-2019-0534776,2019,8,27,SD,MASCULINO,44,SD
8400,LC-2019-0534829,2019,8,27,SD,MASCULINO,24,SD
8401,LC-2019-0535039,2019,8,27,SD,FEMENINO,69,SD
8402,LC-2019-0535069,2019,8,27,SD,FEMENINO,63,SD
8403,LC-2019-0535119,2019,8,27,SD,MASCULINO,63,SD
8404,LC-2019-0535156,2019,8,27,SD,MASCULINO,33,SD
8405,LC-2019-0535156,2019,8,27,SD,MASCULINO,37,SD
8406,LC-2019-0535252,2019,8,27,SD,MASCULINO,74,SD
8407,LC-2019-0535293,2019,8,27,SD,MASCULINO,28,SD
8408,LC-2019-0535331,2019,8,27,SD,FEMENINO,50,SD
8409,LC-2019-0535367,2019,8,27,SD,MASCULINO,45,SD
8410,LC-2019-0535447,2019,8,27,SD,MASCULINO,28,SD
8411,LC-2019-0535507,2019,8,27,SD,MASCULINO,28,SD
8412,LC-2019-0535590,2019,8,27,SD,MASCULINO,23,SD
8413,LC-2019-0535631,2019,8,27,SD,FEMENINO,27,SD
8414,LC-2019-0535637,2019,8,27,SD,MASCULINO,62,SD
8415,LC-2019-0535780,2019,8,27,SD,MASCULINO,34,SD
8416,LC-2019-0535785,2019,8,27,SD,MASCULINO,45,SD
8417,LC-2019-0535835,2019,8,27,SD,MASCULINO,50,SD
8418,LC-2019-0535858,2019,8,27,SD,MASCULINO,52,SD
8419,LC-2019-0535862,2019,8,27,SD,FEMENINO,12,SD
8420,LC-2019-0535871,2019,8,27,SD,MASCULINO,23,SD
8421,LC-2019-0535894,2019,8,27,SD,MASCULINO,25,SD
8422,LC-2019-0535924,2019,8,27,SD,MASCULINO,58,SD
8423,LC-2019-0535980,2019,8,27,SD,MASCULINO,33,SD
8424,LC-2019-0536059,2019,8,27,SD,MASCULINO,22,SD
8425,LC-2019-0536146,2019,8,27,SD,MASCULINO,26,SD
8426,LC-2019-0537006,2019,8,27,SD,FEMENINO,62,SD
8427,LC-2019-0538459,2019,8,27,SD,MASCULINO,35,SD
8428,LC-2019-0544967,2019,8,27,SD,FEMENINO,22,SD
8429,LC-2019-0549450,2019,8,27,SD,MASCULINO,25,SD
8430,LC-2019-0558716,2019,8,27,SD,MASCULINO,0,SD
8431,LC-2019-0536215,2019,8,28,SD,MASCULINO,21,SD
8432,LC-2019-0536283,2019,8,28,SD,FEMENINO,23,SD
8433,LC-2019-0536623,2019,8,28,SD,MASCULINO,24,SD
8434,LC-2019-0536689,2019,8,28,SD,MASCULINO,48,SD
8435,LC-2019-0536744,2019,8,28,SD,MASCULINO,37,SD
8436,LC-2019-0536777,2019,8,28,SD,MASCULINO,30,SD
8437,LC-2019-0537210,2019,8,28,SD,MASCULINO,37,SD
8438,LC-2019-0537322,2019,8,28,SD,MASCULINO,34,SD
8439,LC-2019-0537371,2019,8,28,SD,MASCULINO,40,SD
8440,LC-2019-0537731,2019,8,28,SD,FEMENINO,0,SD
8441,LC-2019-0537906,2019,8,28,SD,MASCULINO,34,SD
8442,LC-2019-0538075,2019,8,28,SD,MASCULINO,38,SD
8443,LC-2019-0538238,2019,8,28,SD,MASCULINO,23,SD
8444,LC-2019-0538371,2019,8,28,SD,MASCULINO,39,SD
8445,LC-2019-0538398,2019,8,28,SD,MASCULINO,21,SD
8446,LC-2019-0538399,2019,8,28,SD,MASCULINO,40,SD
8447,LC-2019-0538526,2019,8,28,SD,MASCULINO,59,SD
8448,LC-2019-0538628,2019,8,28,SD,MASCULINO,28,SD
8449,LC-2019-0538648,2019,8,28,SD,FEMENINO,46,SD
8450,LC-2019-0538671,2019,8,28,SD,FEMENINO,35,SD
8451,LC-2019-0538731,2019,8,28,SD,SD,0,SD
8452,LC-2019-0538737,2019,8,28,SD,MASCULINO,41,SD
8453,LC-2019-0538738,2019,8,28,SD,MASCULINO,39,SD
8454,LC-2019-0538743,2019,8,28,SD,FEMENINO,44,SD
8455,LC-2019-0538750,2019,8,28,SD,MASCULINO,35,SD
8456,LC-2019-0538848,2019,8,28,SD,MASCULINO,25,SD
8457,LC-2019-0538888,2019,8,28,SD,FEMENINO,26,SD
8458,LC-2019-0290703,2019,5,9,SD,MASCULINO,73,SD
8459,LC-2019-0538894,2019,8,28,SD,MASCULINO,51,SD
8460,LC-2019-0538927,2019,8,28,SD,FEMENINO,26,SD
8461,LC-2019-0539533,2019,8,28,SD,MASCULINO,56,SD
8462,LC-2019-0539050,2019,8,29,SD,MASCULINO,20,SD
8463,LC-2019-0539258,2019,8,29,SD,FEMENINO,26,SD
8464,LC-2019-0539258,2019,8,29,SD,FEMENINO,37,SD
8465,LC-2019-0539327,2019,8,29,SD,MASCULINO,37,SD
8466,LC-2019-0539555,2019,8,29,SD,FEMENINO,53,SD
8467,LC-2019-0539562,2019,8,29,SD,FEMENINO,26,SD
8468,LC-2019-0539616,2019,8,29,SD,MASCULINO,56,SD
8469,LC-2019-0244627,2019,4,16,SD,MASCULINO,24,SD
8470,LC-2019-0540333,2019,8,29,SD,MASCULINO,31,SD
8471,LC-2019-0540363,2019,8,29,SD,MASCULINO,28,SD
8472,LC-2019-0540387,2019,8,29,SD,MASCULINO,0,SD
8473,LC-2019-0540423,2019,8,29,SD,MASCULINO,69,SD
8474,LC-2019-0540517,2019,8,29,SD,MASCULINO,8,SD
8475,LC-2019-0540564,2019,8,29,SD,FEMENINO,34,SD
8476,LC-2019-0540575,2019,8,29,SD,MASCULINO,18,SD
8477,LC-2019-0540575,2019,8,29,SD,MASCULINO,38,SD
8478,LC-2019-0540783,2019,8,29,SD,FEMENINO,15,SD
8479,LC-2019-0281165,2019,4,30,SD,MASCULINO,24,SD
8480,LC-2019-0541299,2019,8,29,SD,FEMENINO,30,SD
8481,LC-2019-0541420,2019,8,29,SD,MASCULINO,48,SD
8482,LC-2019-0541431,2019,8,29,SD,MASCULINO,30,SD
8483,LC-2019-0541445,2019,8,29,SD,SD,0,SD
8484,LC-2019-0541583,2019,8,29,SD,MASCULINO,46,SD
8485,LC-2019-0541608,2019,8,29,SD,MASCULINO,60,SD
8486,LC-2019-0541613,2019,8,29,SD,MASCULINO,19,SD
8487,LC-2019-0541628,2019,8,29,SD,MASCULINO,36,SD
8488,LC-2019-0541659,2019,8,29,SD,MASCULINO,38,SD
8489,LC-2019-0541664,2019,8,29,SD,MASCULINO,30,SD
8490,LC-2019-0541688,2019,8,29,SD,FEMENINO,27,SD
8491,LC-2019-0541722,2019,8,29,SD,MASCULINO,26,SD
8492,LC-2019-0541749,2019,8,29,SD,MASCULINO,33,SD
8493,LC-2019-0541751,2019,8,29,SD,MASCULINO,27,SD
8494,LC-2019-0541892,2019,8,29,SD,FEMENINO,34,SD
8495,LC-2019-0542864,2019,8,29,SD,MASCULINO,29,SD
8496,LC-2019-0644524,2019,8,29,SD,FEMENINO,0,SD
8497,LC-2019-0539129,2019,8,29,SD,MASCULINO,29,SD
8498,LC-2019-0541527,2019,8,29,SD,FEMENINO,52,SD
8499,LC-2019-0475101,2019,8,30,SD,MASCULINO,50,SD
8500,LC-2019-0542020,2019,8,30,SD,MASCULINO,23,SD
8501,LC-2019-0542042,2019,8,30,SD,MASCULINO,52,SD
8502,LC-2019-0542156,2019,8,30,SD,MASCULINO,53,SD
8503,LC-2019-0542191,2019,8,30,SD,FEMENINO,49,SD
8504,LC-2019-0542659,2019,8,30,SD,FEMENINO,31,SD
8505,LC-2019-0542965,2019,8,30,SD,SD,0,SD
8506,LC-2019-0542969,2019,8,30,SD,FEMENINO,36,SD
8507,LC-2019-0543066,2019,8,30,SD,MASCULINO,42,SD
8508,LC-2019-0543101,2019,8,30,SD,MASCULINO,24,SD
8509,LC-2019-0543159,2019,8,30,SD,MASCULINO,46,SD
8510,LC-2019-0130252,2019,3,1,SD,MASCULINO,0,SD
8511,LC-2019-0543572,2019,8,30,SD,FEMENINO,53,SD
8512,LC-2019-0543759,2019,8,30,SD,MASCULINO,71,SD
8513,LC-2019-0543792,2019,8,30,SD,MASCULINO,28,SD
8514,LC-2019-0543805,2019,8,30,SD,MASCULINO,34,SD
8515,LC-2019-0543823,2019,8,30,SD,MASCULINO,61,SD
8516,LC-2019-0543872,2019,8,30,SD,MASCULINO,20,SD
8517,LC-2019-0543891,2019,8,30,SD,MASCULINO,35,SD
8518,LC-2019-0543911,2019,8,30,SD,MASCULINO,22,SD
8519,LC-2019-0543915,2019,8,30,SD,MASCULINO,21,SD
8520,LC-2019-0544101,2019,8,30,SD,FEMENINO,29,SD
8521,LC-2019-0544129,2019,8,30,SD,MASCULINO,0,SD
8522,LC-2019-0544142,2019,8,30,SD,MASCULINO,41,SD
8523,LC-2019-0544272,2019,8,30,SD,MASCULINO,0,SD
8524,LC-2019-0544339,2019,8,30,SD,MASCULINO,49,SD
8525,LC-2019-0544348,2019,8,30,SD,MASCULINO,19,SD
8526,LC-2019-0544364,2019,8,30,SD,MASCULINO,0,SD
8527,LC-2019-0544370,2019,8,30,SD,MASCULINO,47,SD
8528,LC-2019-0544409,2019,8,30,SD,MASCULINO,32,SD
8529,LC-2019-0544417,2019,8,30,SD,MASCULINO,41,SD
8530,LC-2019-0545020,2019,8,30,SD,FEMENINO,46,SD
8531,LC-2019-0549078,2019,8,30,SD,FEMENINO,41,SD
8532,LC-2019-0552260,2019,8,30,SD,FEMENINO,41,SD
8533,LC-2019-0589292,2019,8,30,SD,MASCULINO,30,SD
8534,LC-2019-0544861,2019,8,31,SD,MASCULINO,32,SD
8535,LC-2019-0544861,2019,8,31,SD,FEMENINO,40,SD
8536,LC-2019-0544861,2019,8,31,SD,MASCULINO,59,SD
8537,LC-2019-0544861,2019,8,31,SD,MASCULINO,66,SD
8538,LC-2019-0544910,2019,8,31,SD,MASCULINO,43,SD
8539,LC-2019-0544931,2019,8,31,SD,FEMENINO,29,SD
8540,LC-2019-0544995,2019,8,31,SD,MASCULINO,54,SD
8541,LC-2019-0545118,2019,8,31,SD,FEMENINO,0,SD
8542,LC-2019-0545285,2019,8,31,SD,MASCULINO,34,SD
8543,LC-2019-0545427,2019,8,31,SD,FEMENINO,28,SD
8544,LC-2019-0545449,2019,8,31,SD,FEMENINO,24,SD
8545,LC-2019-0545518,2019,8,31,SD,MASCULINO,64,SD
8546,LC-2019-0545533,2019,8,31,SD,FEMENINO,25,SD
8547,LC-2019-0545533,2019,8,31,SD,MASCULINO,5,SD
8548,LC-2019-0545551,2019,8,31,SD,MASCULINO,38,SD
8549,LC-2019-0545595,2019,8,31,SD,FEMENINO,12,SD
8550,LC-2019-0545595,2019,8,31,SD,FEMENINO,39,SD
8551,LC-2019-0545665,2019,8,31,SD,MASCULINO,26,SD
8552,LC-2019-0545671,2019,8,31,SD,FEMENINO,84,SD
8553,LC-2019-0545787,2019,8,31,SD,MASCULINO,36,SD
8554,LC-2019-0545803,2019,8,31,SD,MASCULINO,58,SD
8555,LC-2019-0545820,2019,8,31,SD,MASCULINO,0,SD
8556,LC-2019-0545880,2019,8,31,SD,MASCULINO,21,SD
8557,LC-2019-0545900,2019,8,31,SD,MASCULINO,27,SD
8558,LC-2019-0545900,2019,8,31,SD,MASCULINO,39,SD
8559,LC-2019-0545908,2019,8,31,SD,MASCULINO,32,SD
8560,LC-2019-0548267,2019,8,31,SD,MASCULINO,41,SD
8561,LC-2019-0546016,2019,9,1,SD,MASCULINO,32,SD
8562,LC-2019-0546061,2019,9,1,SD,MASCULINO,45,SD
8563,LC-2019-0546234,2019,9,1,SD,FEMENINO,25,SD
8564,LC-2019-0546458,2019,9,1,SD,MASCULINO,65,SD
8565,LC-2019-0546510,2019,9,1,SD,MASCULINO,42,SD
8566,LC-2019-0546721,2019,9,1,SD,MASCULINO,28,SD
8567,LC-2019-0546979,2019,9,1,SD,MASCULINO,40,SD
8568,LC-2019-0546981,2019,9,1,SD,FEMENINO,22,SD
8569,LC-2019-0546981,2019,9,1,SD,FEMENINO,23,SD
8570,LC-2019-0546981,2019,9,1,SD,FEMENINO,25,SD
8571,LC-2019-0529954,2019,8,25,SD,MASCULINO,24,SD
8572,LC-2019-0547096,2019,9,1,SD,MASCULINO,0,SD
8573,LC-2019-0547144,2019,9,1,SD,FEMENINO,31,SD
8574,LC-2019-0547144,2019,9,1,SD,MASCULINO,67,SD
8575,LC-2019-0551758,2019,9,1,SD,SD,0,SD
8576,LC-2019-0599907,2019,9,1,SD,FEMENINO,20,SD
8577,LC-2019-0599907,2019,9,1,SD,FEMENINO,25,SD
8578,LC-2019-0694000,2019,9,1,SD,FEMENINO,70,SD
8579,LC-2019-0547476,2019,9,2,SD,MASCULINO,23,SD
8580,LC-2019-0176987,2019,3,21,SD,MASCULINO,21,SD
8581,LC-2019-0547959,2019,9,2,SD,MASCULINO,41,SD
8582,LC-2019-0548030,2019,9,2,SD,MASCULINO,35,SD
8583,LC-2019-0548241,2019,9,2,SD,MASCULINO,39,SD
8584,LC-2019-0548427,2019,9,2,SD,FEMENINO,65,SD
8585,LC-2019-0549087,2019,9,2,SD,MASCULINO,33,SD
8586,LC-2019-0549095,2019,9,2,SD,MASCULINO,36,SD
8587,LC-2019-0549292,2019,9,2,SD,MASCULINO,30,SD
8588,LC-2019-0549333,2019,9,2,SD,SD,0,SD
8589,LC-2019-0549337,2019,9,2,SD,MASCULINO,27,SD
8590,LC-2019-0549395,2019,9,2,SD,MASCULINO,40,SD
8591,LC-2019-0549549,2019,9,2,SD,FEMENINO,27,SD
8592,LC-2019-0549549,2019,9,2,SD,MASCULINO,28,SD
8593,LC-2019-0549578,2019,9,2,SD,FEMENINO,27,SD
8594,LC-2019-0549604,2019,9,2,SD,MASCULINO,29,SD
8595,LC-2019-0549674,2019,9,2,SD,FEMENINO,18,SD
8596,LC-2019-0549674,2019,9,2,SD,MASCULINO,20,SD
8597,LC-2019-0549686,2019,9,2,SD,MASCULINO,34,SD
8598,LC-2019-0549707,2019,9,2,SD,MASCULINO,0,SD
8599,LC-2019-0549707,2019,9,2,SD,FEMENINO,0,SD
8600,LC-2019-0549771,2019,9,2,SD,MASCULINO,28,SD
8601,LC-2019-0549794,2019,9,2,SD,MASCULINO,27,SD
8602,LC-2019-0549888,2019,9,2,SD,MASCULINO,21,SD
8603,LC-2019-0555337,2019,9,2,SD,FEMENINO,29,SD
8604,LC-2019-0232897,2019,4,13,SD,MASCULINO,23,SD
8605,LC-2019-0549981,2019,9,3,SD,FEMENINO,24,SD
8606,LC-2019-0550655,2019,9,3,SD,MASCULINO,34,SD
8607,LC-2019-0550723,2019,9,3,SD,FEMENINO,33,SD
8608,LC-2019-0550775,2019,9,3,SD,FEMENINO,22,SD
8609,LC-2019-0550775,2019,9,3,SD,FEMENINO,47,SD
8610,LC-2019-0550924,2019,9,3,SD,MASCULINO,45,SD
8611,LC-2019-0550935,2019,9,3,SD,MASCULINO,53,SD
8612,LC-2019-0550935,2019,9,3,SD,MASCULINO,37,SD
8613,LC-2019-0551096,2019,9,3,SD,FEMENINO,82,SD
8614,LC-2019-0551128,2019,9,3,SD,MASCULINO,0,SD
8615,LC-2019-0551252,2019,9,3,SD,MASCULINO,47,SD
8616,LC-2019-0551310,2019,9,3,SD,MASCULINO,18,SD
8617,LC-2019-0551361,2019,9,3,SD,MASCULINO,43,SD
8618,LC-2019-0551517,2019,9,3,SD,MASCULINO,29,SD
8619,LC-2019-0551538,2019,9,3,SD,MASCULINO,27,SD
8620,LC-2019-0551653,2019,9,3,SD,MASCULINO,19,SD
8621,LC-2019-0551800,2019,9,3,SD,MASCULINO,41,SD
8622,LC-2019-0551839,2019,9,3,SD,MASCULINO,48,SD
8623,LC-2019-0551883,2019,9,3,SD,FEMENINO,25,SD
8624,LC-2019-0552199,2019,9,3,SD,MASCULINO,12,SD
8625,LC-2019-0552199,2019,9,3,SD,MASCULINO,33,SD
8626,LC-2019-0552269,2019,9,3,SD,SD,0,SD
8627,LC-2019-0552295,2019,9,3,SD,FEMENINO,49,SD
8628,LC-2019-0552325,2019,9,3,SD,MASCULINO,19,SD
8629,LC-2019-0552391,2019,9,3,SD,MASCULINO,39,SD
8630,LC-2019-0552533,2019,9,3,SD,FEMENINO,34,SD
8631,LC-2019-0552544,2019,9,3,SD,MASCULINO,27,SD
8632,LC-2019-0552611,2019,9,3,SD,FEMENINO,35,SD
8633,LC-2019-0552626,2019,9,3,SD,MASCULINO,28,SD
8634,LC-2019-0552654,2019,9,3,SD,MASCULINO,23,SD
8635,LC-2019-0552654,2019,9,3,SD,MASCULINO,36,SD
8636,LC-2019-0552670,2019,9,3,SD,MASCULINO,24,SD
8637,LC-2019-0552776,2019,9,3,SD,MASCULINO,23,SD
8638,LC-2019-0552776,2019,9,3,SD,FEMENINO,31,SD
8639,LC-2019-0553457,2019,9,3,SD,MASCULINO,35,SD
8640,LC-2019-0553953,2019,9,3,SD,MASCULINO,0,SD
8641,LC-2019-0233032,2019,4,13,SD,MASCULINO,23,SD
8642,LC-2019-0552792,2019,9,4,SD,MASCULINO,28,SD
8643,LC-2019-0552839,2019,9,4,SD,MASCULINO,35,SD
8644,LC-2019-0553113,2019,9,4,SD,FEMENINO,54,SD
8645,LC-2019-0553114,2019,9,4,SD,MASCULINO,33,SD
8646,LC-2019-0553146,2019,9,4,SD,MASCULINO,39,SD
8647,LC-2019-0553674,2019,9,4,SD,MASCULINO,18,SD
8648,LC-2019-0553674,2019,9,4,SD,FEMENINO,30,SD
8649,LC-2019-0553690,2019,9,4,SD,MASCULINO,43,SD
8650,LC-2019-0554011,2019,9,4,SD,MASCULINO,26,SD
8651,LC-2019-0554016,2019,9,4,SD,FEMENINO,38,SD
8652,LC-2019-0554076,2019,9,4,SD,MASCULINO,44,SD
8653,LC-2019-0554152,2019,9,4,SD,MASCULINO,46,SD
8654,LC-2019-0554325,2019,9,4,SD,MASCULINO,47,SD
8655,LC-2019-0554398,2019,9,4,SD,MASCULINO,50,SD
8656,LC-2019-0554448,2019,9,4,SD,MASCULINO,36,SD
8657,LC-2019-0554485,2019,9,4,SD,MASCULINO,26,SD
8658,LC-2019-0554639,2019,9,4,SD,MASCULINO,56,SD
8659,LC-2019-0554851,2019,9,4,SD,MASCULINO,32,SD
8660,LC-2019-0554889,2019,9,4,SD,MASCULINO,37,SD
8661,LC-2019-0554962,2019,9,4,SD,MASCULINO,43,SD
8662,LC-2019-0554962,2019,9,4,SD,FEMENINO,16,SD
8663,LC-2019-0554962,2019,9,4,SD,MASCULINO,17,SD
8664,LC-2019-0554970,2019,9,4,SD,FEMENINO,58,SD
8665,LC-2019-0554978,2019,9,4,SD,MASCULINO,32,SD
8666,LC-2019-0555030,2019,9,4,SD,FEMENINO,20,SD
8667,LC-2019-0555030,2019,9,4,SD,MASCULINO,29,SD
8668,LC-2019-0555038,2019,9,4,SD,FEMENINO,31,SD
8669,LC-2019-0516541,2019,8,19,SD,MASCULINO,20,SD
8670,LC-2019-0555150,2019,9,4,SD,MASCULINO,23,SD
8671,LC-2019-0555305,2019,9,4,SD,FEMENINO,30,SD
8672,LC-2019-0555326,2019,9,4,SD,FEMENINO,59,SD
8673,LC-2019-0555398,2019,9,4,SD,FEMENINO,26,SD
8674,LC-2019-0555398,2019,9,4,SD,MASCULINO,19,SD
8675,LC-2019-0557825,2019,9,4,SD,MASCULINO,24,SD
8676,LC-2019-0570599,2019,9,4,SD,MASCULINO,35,SD
8677,LC-2019-0013261,2019,1,7,SD,MASCULINO,37,SD
8678,LC-2019-0646220,2019,9,4,SD,FEMENINO,61,SD
8679,LC-2019-0222144,2019,9,4,SD,MASCULINO,67,SD
8680,LC-2019-0555144,2019,9,5,SD,MASCULINO,37,SD
8681,LC-2019-0555531,2019,9,5,SD,MASCULINO,24,SD
8682,LC-2019-0555715,2019,9,5,SD,MASCULINO,27,SD
8683,LC-2019-0555761,2019,9,5,SD,MASCULINO,41,SD
8684,LC-2019-0555944,2019,9,5,SD,MASCULINO,58,SD
8685,LC-2019-0555981,2019,9,5,SD,MASCULINO,26,SD
8686,LC-2019-0555983,2019,9,5,SD,MASCULINO,27,SD
8687,LC-2019-0556147,2019,9,5,SD,MASCULINO,44,SD
8688,LC-2019-0556310,2019,9,5,SD,MASCULINO,8,SD
8689,LC-2019-0556405,2019,9,5,SD,FEMENINO,30,SD
