Unnamed: 0,ID_hecho,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,Agno_fallec,Mes_fallec,Día_fallec,Semestre,Fallecido
659,2021-0040,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27,2021,5,20,1,1
663,2021-0044,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2021,5,25,1,1
664,2021-0045,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22,2021,5,26,1,1
666,2021-0047,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59,2021,6,2,1,1
669,2021-0050,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56,2021,6,10,1,1
671,2021-0052,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,2021,6,20,1,1
673,2021-0054,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41,2021,6,22,1,1
674,2021-0055,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,2021,6,29,1,1
686,2021-0067,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27,2021,8,8,2,1
687,2021-0068,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39,2021,8,15,2,1
689,2021-0070,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31,2021,8,28,2,1
693,2021-0074,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55,2021,9,20,2,1
695,2021-0076,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31,2021,10,16,2,1
696,2021-0077,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31,2021,10,18,2,1
697,2021-0078,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22,2021,10,23,2,1
699,2021-0080,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32,2021,10,28,2,1
700,2021-0081,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26,2021,11,2,2,1
701,2021-0082,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38,2021,11,6,2,1
702,2021-0083,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30,2021,11,9,2,1
705,2021-0085,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49,2021,11,20,2,1
708,2021-0088,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45,2021,12,7,2,1
709,2021-0089,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41,2021,12,11,2,1
711,2021-0091,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24,2021,12,11,2,1
713,2021-0093,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,2021,12,18,2,1
714,2021-0094,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,2021,12,20,2,1
715,2021-0095,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27,2022,1,2,1,1
